#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da00700	pfam21_Q61EL9_Q61EL9_CAEBR	pfam21_Q61EL9_Q61EL9_CAEBR	pfam21_Q29DF7_Q29DF7_DROPS
da00701	up_Q3KQZ8_Q3KQZ8_HUMAN	pfam21_Q6PD57_Q6PD57_HUMAN	up_Q23315_Q23315_CAEEL
da00705	pfam21_Q961K8_Q961K8_DROME	pfam21_Q7QJ29_Q7QJ29_ANOGA	pfam21_Q961K8_Q961K8_DROME
da00706	up_Q2UZU6_Q2UZU6_AEDAE	up_Q9VZZ4_PXDN_DROME	up_Q2UZU6_Q2UZU6_AEDAE
da00710	up_O16454_O16454_CAEEL	up_Q6E7B2_Q6E7B2_BRUMA	up_O16454_O16454_CAEEL
da00711	pfam21_Q624K5_Q624K5_CAEBR	pfam21_Q624K5_Q624K5_CAEBR	pfam21_Q23991_Q23991_DROME
da00712	up_Q8SYG1_Q8SYG1_DROME	up_Q5T7F5_Q5T7F5_HUMAN	up_Q6QI79_Q6QI79_RAT
da00713	up_Q9XWG9_Q9XWG9_CAEEL	up_Q9XWG9_Q9XWG9_CAEEL	pfam21_Q60SW1_Q60SW1_CAEBR
da00714	up_Q20187_Q20187_CAEEL	up_Q20187_Q20187_CAEEL	pfam21_Q61P73_Q61P73_CAEBR
da00716	pfam21_Q610Q4_Q610Q4_CAEBR	pfam21_Q610Q4_Q610Q4_CAEBR	pfam21_Q23496_Q23496_CAEEL
da00717	up_O76464_NFT1_DROME	pfam21_Q61BK2_Q61BK2_CAEBR	pfam21_Q7PV69_Q7PV69_ANOGA
da00718	up_Q59GZ9_Q59GZ9_HUMAN	up_Q4SYK4_Q4SYK4_TETNG	up_Q9XXZ8_Q9XXZ8_HALRO
da00721	pfam21_Q55AB0_Q55AB0_DICDI	pfam21_Q8ST25_Q8ST25_DICDI	pfam21_Q8ST25_Q8ST25_DICDI
da00722	pfam21_Q7QD14_Q7QD14_ANOGA	up_Q9VDD8_Q9VDD8_DROME	up_Q4SHQ3_Q4SHQ3_TETNG
da00725	pfam21_Q293J0_Q293J0_DROPS	pfam21_Q293J0_Q293J0_DROPS	up_O61198_O61198_CAEEL
da00726	pfam21_Q7PIQ7_Q7PIQ7_ANOGA	pfam21_Q7PIQ7_Q7PIQ7_ANOGA	up_Q9NAT0_Q9NAT0_ANOGA
da00727	pfam21_Q29FY1_Q29FY1_DROPS	pfam21_Q29FY1_Q29FY1_DROPS	up_Q9W323_Q9W323_DROME
da00728	pfam21_Q50W37_Q50W37_ENTHI	up_Q8T9I6_Q8T9I6_DROME	up_Q4Q288_Q4Q288_LEIMA
da00729	up_Q9AIH1_Q9AIH1_CARRU	up_Q4L150_Q4L150_9FLAO	up_Q9AIH1_Q9AIH1_CARRU
da00731	up_Q4RUX2_Q4RUX2_TETNG	up_Q4RUX2_Q4RUX2_TETNG	up_Q9N5D3_Q9N5D3_CAEEL
da00732	pfam21_Q8SSN3_Q8SSN3_DICDI	pfam21_Q8SSN3_Q8SSN3_DICDI	pfam21_Q8SSN3_Q8SSN3_DICDI
da00734	up_O45569_O45569_CAEEL	pfam21_Q60ST0_Q60ST0_CAEBR	up_O45569_O45569_CAEEL
da00735	pfam21_Q9V505_Q9V505_DROME	pfam21_Q5TVG8_Q5TVG8_ANOGA	up_Q55DD5_Q55DD5_DICDI
da00737	pfam21_Q7RTY8_TMPS7_HUMAN	up_Q8T4N2_Q8T4N2_RHIAP	pfam21_Q7RTY8_TMPS7_HUMAN
da00739	pfam21_Q1X556_Q1X556_9FIRM	up_Q9TY15_Q9TY15_NYCOV	pfam21_Q1X556_Q1X556_9FIRM
da00740	up_Q8WT44_Q8WT44_CAEEL	pfam21_Q61L96_Q61L96_CAEBR	pfam21_Q22JN4_Q22JN4_TETTH
da00742	up_O44228_O44228_HALRO	up_O44228_O44228_HALRO	up_Q69HL7_Q69HL7_CIOIN
da00743	pfam21_Q7R2C6_Q7R2C6_GIALA	up_Q2HFM7_Q2HFM7_CHAGB	pfam21_Q23XU9_Q23XU9_TETTH
da00744	up_Q9C664_Q9C664_ARATH	pfam21_Q9GNF0_Q9GNF0_DICDI	up_Q9C664_Q9C664_ARATH
da00745	up_Q9XXZ7_Q9XXZ7_CIOIN	up_Q9XXZ7_Q9XXZ7_CIOIN	up_Q8HYB7_PERT_CANFA
da00746	pfam21_Q03720_SLO_DROME	up_Q8I9V1_Q8I9V1_PERAM	up_Q4S3G4_Q4S3G4_TETNG
da00749	pfam21_Q552E7_Q552E7_DICDI	pfam21_O15743_O15743_DICDI	pfam21_O15743_O15743_DICDI
da00751	pfam21_Q75JH0_Q75JH0_DICDI	up_Q54J84_Q54J84_DICDI	up_Q8MXZ4_Q8MXZ4_DICDI
da00752	up_Q5SY23_Q5SY23_HUMAN	up_Q4T083_Q4T083_TETNG	up_Q8C0V4_Q8C0V4_MOUSE
da00754	up_Q54S40_GBPD_DICDI	pfam21_Q8MVR0_Q8MVR0_DICDI	pfam21_Q8MVR0_Q8MVR0_DICDI
da00755	pfam21_Q1LZ05_Q1LZ05_DROME	pfam21_Q8MT36_MES4_DROME	pfam21_Q29AF8_Q29AF8_DROPS
da00756	up_P79816_P79816_ORYLA	up_Q69DL2_Q69DL2_PIG	up_Q5H876_Q5H876_CIOIN
da00760	pfam21_Q1SSA9_Q1SSA9_MEDTR	up_Q6RJN6_Q6RJN6_PHYPA	up_Q9FY73_Q9FY73_ARATH
da00761	up_O47027_RR2A_CHLRE	up_Q1KVV9_RR2A_SCEOB	up_O47027_RR2A_CHLRE
da00763	pfam21_Q7QXS5_Q7QXS5_GIALA	up_Q4U9X6_Q4U9X6_THEAN	up_O21237_O21237_RECAM
da00764	up_Q94FS0_Q94FS0_LOLRI	up_Q9S988_Q9S988_BRANA	up_Q39850_Q39850_SOYBN
da00765	up_Q9FH47_Q9FH47_ARATH	up_Q4PL93_Q4PL93_ARATH	up_Q9S9K0_Q9S9K0_ARATH
da00766	up_Q9FV21_Q9FV21_SOLLC	up_Q3UV07_Q3UV07_MOUSE	up_Q4VGM3_Q4VGM3_MAMBR
da00767	up_Q9C5X4_ATX1_ARATH	up_Q6K431_Q6K431_ORYSJ	pfam21_Q9MA43_ATX2_ARATH
da00768	up_Q9LZE4_Q9LZE4_ARATH	up_Q5NAR5_Q5NAR5_ORYSJ	up_Q9LZE4_Q9LZE4_ARATH
da00769	up_Q8S9G1_Q8S9G1_9ROSI	up_Q7XUW4_Q7XUW4_ORYSJ	pfam21_Q8VYX2_AKT1_ORYSA
da00770	up_Q9ST62_Q9ST62_SOLTU	up_Q9M0I5_Q9M0I5_ARATH	pfam21_Q4IJY1_Q4IJY1_GIBZE
da00771	up_Q940A2_P2C31_ARATH	pfam21_O22200_O22200_ARATH	pfam21_Q3W1J2_Q3W1J2_9ACTO
da00772	pfam21_Q36ZI0_Q36ZI0_RHOPA	pfam21_Q3PJB6_Q3PJB6_PARDE	up_Q9LM23_Q9LM23_ARATH
da00774	pfam21_Q1SPG2_Q1SPG2_MEDTR	pfam21_Q9M364_ATX3_ARATH	pfam21_Q1SPG2_Q1SPG2_MEDTR
da00776	up_Q9FKP5_UBP17_ARATH	up_Q56XJ2_Q56XJ2_ARATH	up_Q67WC7_Q67WC7_ORYSJ
da00779	pfam21_Q9FXK7_Q9FXK7_ARATH	pfam21_Q9FXK7_Q9FXK7_ARATH	pfam21_Q9FE16_Q9FE16_ARATH
da00780	up_Q7Z809_Q7Z809_9AGAR	up_Q1L6A6_Q1L6A6_9ERIC	up_Q5DSG7_Q5DSG7_9PEZI
da00782	up_Q8VYB2_Q8VYB2_ARATH	up_Q6S4W4_Q6S4W4_CHLRE	up_Q53LT4_Q53LT4_ORYSJ
da00783	up_Q43081_Q43081_PINSY	up_Q5IWX3_Q5IWX3_PROWI	up_Q2W4U0_Q2W4U0_MAGSA
da00784	pfam21_Q1SJT6_Q1SJT6_MEDTR	pfam21_Q2QY88_Q2QY88_ORYSA	up_Q97DN6_Q97DN6_CLOAB
da00786	up_O65717_CNGC1_ARATH	up_Q8H6U3_Q8H6U3_PHAVU	up_Q9FXH6_CNGC8_ARATH
da00787	up_Q43248_Q43248_MAIZE	up_Q08367_Q08367_MAIZE	up_Q59GJ9_Q59GJ9_HUMAN
da00789	pfam21_Q50PU3_Q50PU3_ENTHI	pfam21_Q50PU3_Q50PU3_ENTHI	up_Q9LQX6_Q9LQX6_ARATH
da00792	pfam21_Q7QJG9_Q7QJG9_ANOGA	up_Q5XH08_Q5XH08_XENLA	up_Q6CIR0_DBP10_KLULA
da00793	up_Q9STY4_Q9STY4_ARATH	up_Q9STY4_Q9STY4_ARATH	pfam21_Q1S453_Q1S453_MEDTR
da00794	up_Q38710_TPSDV_ABIGR	up_Q9FRX5_Q9FRX5_CUCSA	up_Q38710_TPSDV_ABIGR
da00796	up_Q8H6B0_Q8H6B0_MAIZE	up_Q6GV24_Q6GV24_WHEAT	up_Q5QD03_SUVH3_CHLRE
da00798	up_O22229_O22229_ARATH	up_Q24NZ0_Q24NZ0_DESHY	up_O22229_O22229_ARATH
da00800	up_Q9ZPY9_Q9ZPY9_ARATH	up_Q9SGW8_Q9SGW8_ARATH	up_Q6L557_Q6L557_ORYSJ
da00801	up_Q1L5Y1_Q1L5Y1_9FILI	up_Q2TUP4_Q2TUP4_9MAGN	up_Q3LWH2_Q3LWH2_BIGNA
da00803	up_Q2R483_Q2R483_ORYSJ	up_Q9FN41_Q9FN41_ARATH	up_Q2R483_Q2R483_ORYSJ
da00805	up_Q7XAC5_Q7XAC5_SOYBN	up_Q5KCQ6_UREA_CRYNE	up_Q4P1G8_Q4P1G8_USTMA
da00806	up_Q6CEG9_Q6CEG9_YARLI	up_Q6CEG9_Q6CEG9_YARLI	up_Q6CY02_Q6CY02_KLULA
da00808	pfam21_Q9SN59_Q9SN59_ARATH	pfam21_O81620_O81620_ARATH	pfam21_Q9SN59_Q9SN59_ARATH
da00815	up_Q8S9F2_PCYAA_EUGGR	up_Q6L885_Q6L885_EUGST	up_Q6L884_Q6L884_9EUGL
da00816	up_Q3UHC8_Q3UHC8_MOUSE	up_Q3UHC8_Q3UHC8_MOUSE	up_Q9C8G1_Q9C8G1_ARATH
da00817	up_Q2TMH4_Q2TMH4_PHAVU	up_Q9LK12_Q9LK12_ARATH	up_Q1XBQ7_Q1XBQ7_MAIZE
da00819	up_Q3J0T2_Q3J0T2_RHOS4	up_Q2K3Q8_Q2K3Q8_RHIEC	up_Q7XB48_Q7XB48_PHYPA
da00821	up_O80693_O80693_ARATH	up_O80693_O80693_ARATH	pfam21_Q1RV98_Q1RV98_MEDTR
da00824	up_Q75VR1_TCP1A_TOBAC	pfam21_Q9ZT83_Q9ZT83_ARATH	up_Q54HZ8_Q54HZ8_DICDI
da00825	up_Q6TLZ7_Q6TLZ7_MYCUL	up_Q6TLZ7_Q6TLZ7_MYCUL	pfam21_Q94FB8_Q94FB8_9STRA
da00826	up_Q3KFD1_Q3KFD1_PSEPF	up_Q3KFD1_Q3KFD1_PSEPF	pfam21_Q2R1Z6_Q2R1Z6_ORYSA
da00827	up_Q8W3L2_Q8W3L2_CITUN	up_Q1XIT5_Q1XIT5_GENLU	up_Q3HNF5_Q3HNF5_SOLTU
da00830	up_Q5JSS2_Q5JSS2_HUMAN	up_Q5JSS2_Q5JSS2_HUMAN	pfam21_Q9SUE7_ATX4_ARATH
da00831	pfam21_Q35QU1_Q35QU1_9BRAD	up_Q5YD54_Q5YD54_COLSU	pfam21_Q4IIS8_Q4IIS8_GIBZE
da00834	up_Q9RFM8_Q9RFM8_PSEAE	pfam21_Q25VU9_Q25VU9_MYCVN	up_Q3JGK2_Q3JGK2_BURP1
da00835	up_Q2JS57_Q2JS57_SYNJA	pfam21_Q43WN3_Q43WN3_SOLUS	up_Q9F1L6_Q9F1L6_9CHRO
da00837	up_Q73TH6_Q73TH6_MYCPA	up_Q73TH6_Q73TH6_MYCPA	up_Q3JGK1_Q3JGK1_BURP1
da00838	up_Q9XCN7_Q9XCN7_9HELI	up_O85494_O85494_HELFE	up_Q9XCN5_Q9XCN5_HELPY
da00839	up_Q93H68_Q93H68_STRAW	up_Q93H68_Q93H68_STRAW	up_Q4JT69_Q4JT69_CORJK
da00841	up_Q9KYT0_Q9KYT0_STRCO	up_Q9KBL8_Q9KBL8_BACHD	up_Q4U437_Q4U437_SORCE
da00843	up_Q57047_Q57047_9ZZZZ	up_Q46730_Q46730_ECOLX	up_Q57047_Q57047_9ZZZZ
da00844	up_Q45740_Q45740_BACTU	up_Q8GN55_Q8GN55_BACTU	up_Q765X3_Q765X3_9BACL
da00846	pfam21_Q25VU5_Q25VU5_MYCVN	up_O86329_O86329_MYCTU	up_Q63CQ6_Q63CQ6_BACCZ
da00849	up_Q8YBP6_Q8YBP6_BRUME	up_Q8YBP6_Q8YBP6_BRUME	up_Q9XDD6_Q9XDD6_BRUME
da00850	up_Q8KWU3_Q8KWU3_LACSK	up_Q8VPA3_Q8VPA3_ENTFA	up_O85760_O85760_9LIST
da00851	up_Q8RL73_Q8RL73_PSEFL	pfam21_Q2DMW0_Q2DMW0_9DELT	up_Q8RL73_Q8RL73_PSEFL
da00852	up_Q7PC50_Q7PC50_SACD2	up_Q9X5K8_Q9X5K8_STRVD	up_Q2SNS3_Q2SNS3_HAHCH
da00854	up_Q5E2L7_HLDE_VIBF1	up_Q2XUN5_Q2XUN5_9COXI	pfam21_Q37J65_Q37J65_RHOPA
da00855	up_Q8RT76_Q8RT76_STRPN	up_Q6DT33_Q6DT33_STRPN	up_Q9S415_Q9S415_STRPN
da00856	up_Q97LJ9_Q97LJ9_CLOAB	up_Q9LAJ2_Q9LAJ2_CLOCL	pfam21_O68438_CELK_CLOTM
da00860	pfam21_Q2AZG5_Q2AZG5_9BACI	up_Q4BZR7_Q4BZR7_CROWT	up_Q3M5N6_Q3M5N6_ANAVT
da00861	up_Q9RFK9_Q9RFK9_STIAU	up_Q9RFK9_Q9RFK9_STIAU	up_Q9KIZ9_Q9KIZ9_SORCE
da00864	up_Q9K3D6_ARGHA_MORAB	up_Q5QX11_Q5QX11_IDILO	up_Q489P2_Q489P2_COLP3
da00866	up_Q764N6_Q764N6_9ACTO	up_O50152_O50152_STRGR	up_Q9WXI9_Q9WXI9_9GAMM
da00867	up_O30915_O30915_STRFL	up_P94904_P94904_9GAMM	pfam21_Q4ISB4_Q4ISB4_AZOVI
da00868	pfam21_Q9I181_Q9I181_PSEAE	pfam21_Q9I181_Q9I181_PSEAE	up_Q63CQ5_Q63CQ5_BACCZ
da00870	up_Q2HYY4_Q2HYY4_BACTU	up_Q9RM89_Q9RM89_BACTU	up_Q4U0X3_Q4U0X3_BACTU
da00873	up_Q6WZA4_Q6WZA4_STRVI	up_Q71EG5_Q71EG5_BACSU	up_Q83XI8_Q83XI8_VIBAN
da00876	up_Q50469_Q50469_MYCTU	up_Q50469_Q50469_MYCTU	up_Q7D6E0_Q7D6E0_MYCTU
da00879	up_Q9KJ00_Q9KJ00_SORCE	up_Q9KJ00_Q9KJ00_SORCE	up_Q869X2_PKS17_DICDI
da00880	up_Q1MX75_Q1MX75_9ACTO	up_Q9ZGI3_Q9ZGI3_9ACTO	up_Q8KPW4_Q8KPW4_9ACTO
da00882	up_Q1M6S5_Q1M6S5_RHIL3	up_Q1M6S5_Q1M6S5_RHIL3	up_Q2W153_Q2W153_MAGSA
da00885	up_Q8DUB0_Q8DUB0_STRMU	up_Q47740_Q47740_ENTFA	up_Q56399_Q56399_ENTFA
da00888	up_Q9EYQ2_Q9EYQ2_9CLOT	up_Q9RGE6_Q9RGE6_CLOCL	up_Q93IE6_Q93IE6_RUMAL
da00890	up_Q45616_Q45616_BACSU	up_Q65JX1_Q65JX1_BACLD	up_Q8ENZ2_Q8ENZ2_OCEIH
da00891	up_Q4LD27_Q4LD27_MICAE	up_Q4LD27_Q4LD27_MICAE	up_Q4V2I7_Q4V2I7_BURMA
da00893	up_Q9F636_Q9F636_STIAU	up_Q3ESC5_Q3ESC5_BACTI	pfam21_Q8U9Q1_Q8U9Q1_AGRT5
da00894	up_Q92Q05_Q92Q05_RHIME	up_Q2Q0F0_Q2Q0F0_9ZZZZ	up_Q3B5C1_Q3B5C1_PELLD
da00899	up_Q5KVA5_Q5KVA5_GEOKA	up_Q9F4C3_Q9F4C3_BACLI	up_O86216_O86216_9BACL
da00900	pfam21_Q2ZIJ6_Q2ZIJ6_CALSA	up_Q7P598_Q7P598_FUSNV	up_Q9RTK8_Q9RTK8_DEIRA
da00901	up_Q8X2A5_Q8X2A5_ECO57	up_Q8X4E9_Q8X4E9_ECO57	up_Q9EYC8_Q9EYC8_9VIRU
da00903	pfam21_Q3VYI0_Q3VYI0_9ACTO	pfam21_Q3GTH0_Q3GTH0_9ACTO	up_Q6ADA5_Q6ADA5_LEIXX
da00904	pfam21_Q4CGG8_Q4CGG8_CLOTM	pfam21_Q4CGG8_Q4CGG8_CLOTM	up_Q59325_Q59325_CLOTM
da00910	up_P94183_P94183_9NOST	up_P94183_P94183_9NOST	up_O32393_O32393_SPIPL
da00912	up_P71140_P71140_CLOTM	up_P71140_P71140_CLOTM	up_P71140_P71140_CLOTM
da00916	pfam21_Q2DXF2_Q2DXF2_ACICE	up_Q9K7X6_Q9K7X6_BACHD	pfam21_Q1XLA4_Q1XLA4_CYTJO
da00917	up_Q9WXN1_Q9WXN1_THEMA	up_Q9WXN1_Q9WXN1_THEMA	pfam21_Q2AI80_Q2AI80_9FIRM
da00918	up_Q59328_Q59328_CLOTM	up_Q59328_Q59328_CLOTM	up_Q59328_Q59328_CLOTM
da00919	up_Q5IK33_Q5IK33_9ACTO	up_Q5IK34_Q5IK34_9ACTO	up_Q9F0D7_Q9F0D7_9ACTO
da00920	pfam21_Q277C2_Q277C2_MYCFV	pfam21_Q277C2_Q277C2_MYCFV	up_Q8RJY6_Q8RJY6_STIAU
da00922	up_Q9AKJ4_Q9AKJ4_RICRI	up_Q9AKJ4_Q9AKJ4_RICRI	pfam21_Q5TYD9_Q5TYD9_ANOGA
da00924	up_Q7WAB5_Q7WAB5_BORPA	up_Q8VPK9_Q8VPK9_STRPN	up_Q98PG2_Q98PG2_MYCPU
da00926	up_Q9XAN3_Q9XAN3_STRCO	up_Q9XAN3_Q9XAN3_STRCO	up_O67982_O67982_RHOOP
da00928	pfam21_Q1TJ40_Q1TJ40_9MYCO	up_Q5Z310_Q5Z310_NOCFA	up_Q83N85_Q83N85_TROW8
da00930	up_Q2UR32_Q2UR32_ASPOR	up_Q2UPA9_Q2UPA9_ASPOR	up_Q2HBX1_Q2HBX1_CHAGB
da00932	up_Q2QF71_Q2QF71_9BACT	up_Q2QF65_Q2QF65_9BACT	up_Q5MBS1_Q5MBS1_9RHIZ
da00933	up_Q9LCR4_Q9LCR4_PAEPO	up_Q73LZ8_Q73LZ8_TREDE	pfam21_Q4CJN8_Q4CJN8_CLOTM
da00938	up_Q7P2K1_Q7P2K1_FUSNV	up_Q9L4V4_Q9L4V4_CARST	up_Q836I9_Q836I9_ENTFA
da00939	up_Q6NEA1_Q6NEA1_CORDI	pfam21_Q3X4U2_Q3X4U2_9ACTN	up_Q8EMD8_Q8EMD8_OCEIH
da00941	up_Q3IKL4_Q3IKL4_PSEHT	up_Q3IKL4_Q3IKL4_PSEHT	up_Q8RTU1_Q8RTU1_9PROT
da00942	up_Q4HNM3_Q4HNM3_CAMUP	up_Q4HNM3_Q4HNM3_CAMUP	up_Q8VPW0_Q8VPW0_SYNE7
da00945	pfam21_Q2XA71_Q2XA71_PSEPU	up_Q2CCS1_Q2CCS1_9RHOB	up_Q8GZ21_Q8GZ21_ARATH
da00947	up_Q8GRB4_Q8GRB4_9PSED	up_Q8GRB4_Q8GRB4_9PSED	up_Q9KWF3_Q9KWF3_CLOPE
da00950	up_Q9AGL8_Q9AGL8_9MICC	up_Q9AGL8_Q9AGL8_9MICC	up_Q9AGL8_Q9AGL8_9MICC
da00952	up_O68641_O68641_CELCE	up_Q8KKH3_Q8KKH3_BACCI	up_O68641_O68641_CELCE
da00953	up_Q3JG50_Q3JG50_BURP1	up_Q9KBI7_Q9KBI7_BACHD	pfam21_Q459C8_Q459C8_9BURK
da00954	up_Q2LQ11_Q2LQ11_SYNAS	pfam21_Q2WN05_Q2WN05_CLOBE	up_Q1NKM5_Q1NKM5_9DELT
da00955	up_Q3M1J1_Q3M1J1_ANAVT	up_Q4BVS5_Q4BVS5_CROWT	up_Q4C0V6_Q4C0V6_CROWT
da00956	up_Q2BFU8_Q2BFU8_9BACI	up_Q2BFU8_Q2BFU8_9BACI	pfam21_Q1X110_Q1X110_9FIRM
da00960	up_Q4C0C2_Q4C0C2_CROWT	up_Q8DMG0_Q8DMG0_THEEB	pfam21_Q43HJ8_Q43HJ8_9CHLB
da00962	up_Q9KWX8_Q9KWX8_STAAU	up_Q1NYI8_Q1NYI8_9FLAO	up_Q4E7T7_Q4E7T7_9RICK
da00964	up_Q93GZ1_Q93GZ1_STRAW	up_Q8GGR2_Q8GGR2_STRAZ	up_Q9FB28_Q9FB28_9ACTO
da00965	up_Q3M6P6_Q3M6P6_ANAVT	up_P94181_P94181_9NOST	up_P94182_P94182_9NOST
da00967	up_Q9RG58_Q9RG58_MYCBO	up_Q9RG58_Q9RG58_MYCBO	up_Q9RG58_Q9RG58_MYCBO
da00970	up_Q5M3V5_Q5M3V5_STRT2	up_Q7TVV4_Q7TVV4_MYCBO	pfam21_Q3DXM4_Q3DXM4_CHLAU
da00971	up_Q21DU3_Q21DU3_SACD2	up_Q21DU3_Q21DU3_SACD2	up_Q8RR73_Q8RR73_9BACI
da00975	up_Q2S9J3_Q2S9J3_HAHCH	up_Q9F2E4_Q9F2E4_STRTE	up_Q2S9J3_Q2S9J3_HAHCH
da00976	up_Q4V1H9_Q4V1H9_BACCZ	up_Q81PK9_Q81PK9_BACAN	up_Q9ZIX3_Q9ZIX3_9GAMM
da00978	up_Q8F2D7_Q8F2D7_LEPIN	up_Q4BZZ0_Q4BZZ0_CROWT	pfam21_Q1TQA0_Q1TQA0_9MYCO
da00981	pfam21_Q2XCB3_Q2XCB3_PSEPU	up_Q9RHZ9_Q9RHZ9_PSEST	up_Q2SY26_Q2SY26_BURTA
da00982	up_Q1RS65_Q1RS65_BACAM	up_Q93AL5_Q93AL5_9ACTO	up_Q1RS65_Q1RS65_BACAM
da00989	up_Q1L116_Q1L116_9MOLU	up_Q1W9W8_Q1W9W8_STAAU	up_Q4PRD4_Q4PRD4_PSEFL
da00991	up_Q6J677_Q6J677_9BURK	up_Q6J677_Q6J677_9BURK	up_O05682_O05682_MYCLE
da00992	up_Q08166_Q08166_THEFU	up_Q08166_Q08166_THEFU	up_Q47PF7_Q47PF7_THEFY
da00994	up_Q2IRW0_Q2IRW0_RHOP2	pfam21_Q36ZZ2_Q36ZZ2_RHOPA	pfam21_Q351Z0_Q351Z0_9GAMM
da00995	pfam21_Q2ADF8_Q2ADF8_9FIRM	pfam21_Q1WYG3_Q1WYG3_9FIRM	up_Q73P67_Q73P67_TREDE
da00997	up_Q56VB0_Q56VB0_TRYCR	up_Q4T974_Q4T974_TETNG	up_Q1NYV8_Q1NYV8_9FLAO
da01001	up_Q7MCU1_Q7MCU1_VIBVY	up_Q7MCU1_Q7MCU1_VIBVY	up_Q6F8V0_Q6F8V0_ACIAD
da01002	up_Q8KR71_Q8KR71_PHOLU	up_Q3EK32_Q3EK32_BACTI	up_Q6F8U9_Q6F8U9_ACIAD
da01004	up_Q8YMP2_Q8YMP2_ANASP	up_Q7NDQ1_Q7NDQ1_GLOVI	up_P74477_P74477_SYNY3
da01005	up_Q5KV80_Q5KV80_GEOKA	pfam21_Q3VQ64_Q3VQ64_9CHLB	up_Q74B34_Q74B34_GEOSL
da01006	up_Q63SV7_Q63SV7_BURPS	pfam21_Q4BLR2_Q4BLR2_BURVI	up_Q981V0_ARLY2_RHILO
da01007	up_Q88YC1_Q88YC1_LACPL	up_O05402_YRHL_BACSU	up_Q88YC1_Q88YC1_LACPL
da01008	up_Q8DLI4_Q8DLI4_THEEB	up_Q7NJS4_Q7NJS4_GLOVI	up_Q2JPN4_Q2JPN4_SYNJB
da01009	up_Q2W2T1_Q2W2T1_MAGSA	up_P73774_P73774_SYNY3	up_Q6N9G7_Q6N9G7_RHOPA
da01010	up_Q6MIQ9_Q6MIQ9_BDEBA	up_Q97IE5_Q97IE5_CLOAB	pfam21_Q2WMH8_Q2WMH8_CLOBE
da01011	pfam21_Q2X521_Q2X521_9GAMM	up_Q5XQA8_Q5XQA8_9ARCH	up_Q7WEZ3_Q7WEZ3_BORBR
da01012	up_Q9Z7D7_Q9Z7D7_CHLPN	up_O84649_O84649_CHLTR	up_Q5L4Q0_Q5L4Q0_CHLAB
da01013	up_Q3M2Y5_Q3M2Y5_ANAVT	up_Q4C8P9_Q4C8P9_CROWT	up_Q7UGT5_Q7UGT5_RHOBA
da01014	pfam21_Q3VX75_Q3VX75_PROAE	up_Q9HYQ6_Q9HYQ6_PSEAE	pfam21_Q3VX75_Q3VX75_PROAE
da01015	up_Q6LQ48_Q6LQ48_PHOPR	up_Q2C9C9_Q2C9C9_9GAMM	up_Q9KTW1_Q9KTW1_VIBCH
da01016	up_Q5HWK3_Q5HWK3_CAMJR	up_Q5E0I7_Q5E0I7_VIBF1	up_Q5HWK3_Q5HWK3_CAMJR
da01017	pfam21_Q3FDY6_Q3FDY6_9BURK	up_Q9K460_Q9K460_STRCO	up_Q2A2I9_Q2A2I9_FRATH
da01018	up_Q8D7M2_Q8D7M2_VIBVU	up_Q8D7M2_Q8D7M2_VIBVU	up_Q6SGQ0_Q6SGQ0_9BACT
da01021	pfam21_Q4CBH0_Q4CBH0_CLOTM	up_Q891L8_Q891L8_CLOTE	up_Q9KBX1_Q9KBX1_BACHD
da01022	up_Q9KBF1_Q9KBF1_BACHD	up_Q9KBF1_Q9KBF1_BACHD	up_Q1Z557_Q1Z557_PHOPR
da01024	up_Q2J6T8_Q2J6T8_FRASC	pfam21_Q3GV96_Q3GV96_9ACTO	up_Q26BZ8_Q26BZ8_9BACT
da01025	up_Q6LTH6_Q6LTH6_PHOPR	up_Q4ZUE1_Q4ZUE1_PSEU2	up_Q1MKN5_Q1MKN5_RHIL3
da01026	up_Q9K5X4_Q9K5X4_BACHD	up_Q47M19_Q47M19_THEFY	up_Q9K5X4_Q9K5X4_BACHD
da01027	up_Q65JD0_Q65JD0_BACLD	up_Q8XH90_Q8XH90_CLOPE	pfam21_Q25TA8_Q25TA8_MYCVN
da01028	pfam21_Q2DRI8_Q2DRI8_9DELT	up_Q47BG4_Q47BG4_DECAR	pfam21_Q4BDH3_Q4BDH3_BURVI
da01029	up_Q9HZ23_Q9HZ23_PSEAE	up_Q2SDT4_Q2SDT4_HAHCH	pfam21_Q36MB3_Q36MB3_MARHY
da01030	up_Q7NZE2_Q7NZE2_CHRVO	up_Q7P0K9_Q7P0K9_CHRVO	up_Q9AAQ9_Q9AAQ9_CAUCR
da01031	up_Q5NF24_Q5NF24_FRATT	pfam21_Q8ZCI6_Q8ZCI6_YERPE	pfam21_Q3NU78_Q3NU78_SHEFR
da01032	pfam21_Q3WDP1_Q3WDP1_9ACTO	up_P64955_Y2228_MYCTU	up_Q9L014_Q9L014_STRCO
da01033	up_Q82FN8_Q82FN8_STRAW	up_Q878U2_Q878U2_STRP3	pfam21_Q350K2_Q350K2_9GAMM
da01035	up_O86335_O86335_MYCTU	up_O86335_O86335_MYCTU	pfam21_Q1TLC8_Q1TLC8_9MYCO
da01036	up_Q7TXH7_Q7TXH7_MYCBO	up_Q83HD2_Q83HD2_TROW8	pfam21_Q3GWV2_Q3GWV2_9ACTO
