#GI	Number_of_domains	Repeated_domain?	Embedded_domain(s)?
up_Q3SUZ2_Q3SUZ2_NITWN	2	0	0
up_Q3SV17_Q3SV17_NITWN	2	0	0
up_Q3SVF3_HEM3_NITWN	2	0	0
up_Q3SVI1_PROB_NITWN	2	0	0
up_Q3SVK1_Q3SVK1_NITWN	3	0	0
up_Q3SVK2_Q3SVK2_NITWN	2	1	0
up_Q3SVP6_Q3SVP6_NITWN	4	0	0
up_Q3SVR7_Q3SVR7_NITWN	4	0	0
up_Q3SVV1_Q3SVV1_NITWN	2	0	0
up_Q3SVV8_Q3SVV8_NITWN	2	0	0
up_Q3SVZ1_Q3SVZ1_NITWN	5	0	0
up_Q3SWE1_Q3SWE1_NITWN	2	0	0
up_Q3SWN0_Q3SWN0_NITWN	2	0	0
up_Q3SWP3_KATG_NITWN	2	1	0
pfam21_Q3V954_Q3V954_9SPHN	2	0	0
pfam21_Q3V9N0_Q3V9N0_9SPHN	2	0	0
pfam21_Q3V9T5_Q3V9T5_9SPHN	2	1	0
pfam21_Q3VA87_Q3VA87_9SPHN	4	0	0
pfam21_Q3VAL8_Q3VAL8_9SPHN	3	0	0
pfam21_Q3VBR0_Q3VBR0_9SPHN	2	0	0
pfam21_Q3VBY9_Q3VBY9_9SPHN	2	0	0
pfam21_Q3VCR4_Q3VCR4_9SPHN	2	1	0
pfam21_Q3VDN0_Q3VDN0_9SPHN	3	0	0
pfam21_Q3VEB7_Q3VEB7_9SPHN	2	0	0
pfam21_Q3VEE7_Q3VEE7_9SPHN	2	0	0
pfam21_Q3VF01_Q3VF01_9SPHN	2	0	0
pfam21_Q3VF25_Q3VF25_9SPHN	2	0	0
pfam21_Q3VFT0_Q3VFT0_9SPHN	2	0	0
pfam21_Q3VH52_Q3VH52_9SPHN	2	0	0
pfam21_Q3VH58_Q3VH58_9SPHN	2	0	0
pfam21_Q3VHB9_Q3VHB9_9SPHN	3	0	0
pfam21_Q3VHD2_Q3VHD2_9SPHN	3	0	0
pfam21_Q3VHQ0_Q3VHQ0_9SPHN	2	0	0
pfam21_Q3VI36_Q3VI36_9CHLB	3	0	0
pfam21_Q3VI98_Q3VI98_9CHLB	2	0	0
pfam21_Q3VIM1_Q3VIM1_9CHLB	2	0	0
pfam21_Q3VIZ0_Q3VIZ0_9CHLB	3	0	0
pfam21_Q3VJ16_Q3VJ16_9CHLB	3	0	0
pfam21_Q3VJ77_Q3VJ77_9CHLB	2	0	0
pfam21_Q3VJR7_Q3VJR7_9CHLB	2	1	0
pfam21_Q3VK24_Q3VK24_9CHLB	2	1	0
pfam21_Q3VKJ7_Q3VKJ7_9CHLB	5	1	0
pfam21_Q3VKY9_Q3VKY9_9CHLB	3	0	0
pfam21_Q3VPW4_Q3VPW4_9CHLB	2	0	0
pfam21_Q3VPY3_Q3VPY3_9CHLB	2	0	0
pfam21_Q3VQD7_Q3VQD7_9CHLB	2	0	0
pfam21_Q3VRB4_Q3VRB4_PROAE	3	0	0
pfam21_Q3VRT7_Q3VRT7_PROAE	2	0	0
pfam21_Q3VS95_Q3VS95_PROAE	2	0	0
pfam21_Q3VTE5_Q3VTE5_PROAE	2	0	0
pfam21_Q3VTT2_Q3VTT2_PROAE	3	0	0
pfam21_Q3VTT3_Q3VTT3_PROAE	3	0	0
pfam21_Q3VTZ7_Q3VTZ7_PROAE	2	1	0
pfam21_Q3VUT9_Q3VUT9_PROAE	2	0	0
pfam21_Q3VVR3_Q3VVR3_PROAE	5	1	0
pfam21_Q3VWA1_Q3VWA1_PROAE	2	1	0
pfam21_Q3VWC6_Q3VWC6_PROAE	2	1	0
pfam21_Q3VWM9_Q3VWM9_PROAE	2	0	0
pfam21_Q3VX10_Q3VX10_PROAE	2	0	0
pfam21_Q3VXA6_Q3VXA6_PROAE	2	0	0
pfam21_Q3VXI8_Q3VXI8_9ACTO	3	0	0
pfam21_Q3VXK0_Q3VXK0_9ACTO	4	1	1
pfam21_Q3VXM8_Q3VXM8_9ACTO	4	1	1
pfam21_Q3VYH9_Q3VYH9_9ACTO	7	1	0
pfam21_Q3VZ68_Q3VZ68_9ACTO	2	0	0
pfam21_Q3W0H9_Q3W0H9_9ACTO	2	0	0
pfam21_Q3W102_Q3W102_9ACTO	2	0	0
pfam21_Q3W1C7_Q3W1C7_9ACTO	2	1	0
pfam21_Q3W1G4_Q3W1G4_9ACTO	2	0	0
pfam21_Q3W1J2_Q3W1J2_9ACTO	2	0	0
pfam21_Q3W1M4_Q3W1M4_9ACTO	2	0	0
pfam21_Q3W2C8_Q3W2C8_9ACTO	2	1	0
pfam21_Q3W344_Q3W344_9ACTO	2	1	0
pfam21_Q3W3J4_Q3W3J4_9ACTO	2	0	0
pfam21_Q3W4X4_Q3W4X4_9ACTO	2	1	0
pfam21_Q3W6Q5_Q3W6Q5_9ACTO	3	0	0
pfam21_Q3W780_Q3W780_9ACTO	2	0	0
pfam21_Q3W8B4_Q3W8B4_9ACTO	2	0	0
pfam21_Q3W8J4_Q3W8J4_9ACTO	2	0	0
pfam21_Q3WAF0_Q3WAF0_9ACTO	3	1	0
pfam21_Q3WAT8_Q3WAT8_9ACTO	2	0	0
pfam21_Q3WAU8_Q3WAU8_9ACTO	2	0	0
pfam21_Q3WAV0_Q3WAV0_9ACTO	2	0	0
pfam21_Q3WBD8_Q3WBD8_9ACTO	2	0	0
pfam21_Q3WBE5_Q3WBE5_9ACTO	2	0	0
pfam21_Q3WC06_Q3WC06_9ACTO	2	0	0
pfam21_Q3WCK4_Q3WCK4_9ACTO	2	1	0
pfam21_Q3WDB8_Q3WDB8_9ACTO	2	0	0
pfam21_Q3WF93_Q3WF93_9ACTO	2	1	1
pfam21_Q3WGZ7_Q3WGZ7_9ACTO	2	0	0
pfam21_Q3WHA2_Q3WHA2_9ACTO	2	1	0
pfam21_Q3WHQ1_Q3WHQ1_9ACTO	11	1	0
pfam21_Q3WIM5_Q3WIM5_9ACTO	2	1	3
pfam21_Q3WJA0_Q3WJA0_9ACTO	2	0	0
pfam21_Q3WLA3_Q3WLA3_9RHIZ	2	1	0
pfam21_Q3WLS6_Q3WLS6_9RHIZ	2	0	0
pfam21_Q3WNI2_Q3WNI2_9RHIZ	2	0	0
pfam21_Q3WPB9_Q3WPB9_9RHIZ	3	0	0
pfam21_Q3WPN5_Q3WPN5_9RHIZ	2	0	0
pfam21_Q3WQ36_Q3WQ36_9RHIZ	2	1	0
pfam21_Q3WRH3_Q3WRH3_9RHIZ	2	1	0
pfam21_Q3WRN4_Q3WRN4_9RHIZ	2	0	0
pfam21_Q3WSX0_Q3WSX0_9RHIZ	2	0	0
pfam21_Q3WSY7_Q3WSY7_9RHIZ	2	0	0
pfam21_Q3WT07_Q3WT07_9RHIZ	2	0	0
pfam21_Q3WT55_Q3WT55_9RHIZ	2	0	0
pfam21_Q3WUS4_Q3WUS4_9RHIZ	3	0	0
pfam21_Q3WVB1_Q3WVB1_9RHIZ	2	0	0
pfam21_Q3WVM4_Q3WVM4_9RHIZ	2	1	3
pfam21_Q3WVQ0_Q3WVQ0_9RHIZ	2	1	2
pfam21_Q3WVR9_Q3WVR9_9RHIZ	2	1	3
pfam21_Q3WW78_Q3WW78_9RHIZ	3	0	0
pfam21_Q3WW84_Q3WW84_9RHIZ	3	0	0
pfam21_Q3WW96_Q3WW96_9RHIZ	2	0	0
pfam21_Q3WWV7_Q3WWV7_9RHIZ	2	0	0
pfam21_Q3WWW1_Q3WWW1_9RHIZ	3	0	0
pfam21_Q3WYZ3_Q3WYZ3_9ACTN	3	0	0
pfam21_Q3WZ79_Q3WZ79_9ACTN	2	0	0
pfam21_Q3WZ91_Q3WZ91_9ACTN	3	0	0
pfam21_Q3WZE9_Q3WZE9_9ACTN	2	1	1
pfam21_Q3WZW9_Q3WZW9_9ACTN	2	0	0
pfam21_Q3X025_Q3X025_9ACTN	2	0	0
pfam21_Q3X036_Q3X036_9ACTN	2	0	0
pfam21_Q3X0B8_Q3X0B8_9ACTN	2	0	0
pfam21_Q3X0F6_Q3X0F6_9ACTN	2	1	0
pfam21_Q3X0W0_Q3X0W0_9ACTN	2	0	0
pfam21_Q3X1I3_Q3X1I3_9ACTN	2	0	0
pfam21_Q3X2C5_Q3X2C5_9ACTN	2	0	0
pfam21_Q3X398_Q3X398_9ACTN	3	0	0
pfam21_Q3X3B2_Q3X3B2_9ACTN	3	0	0
pfam21_Q3X3P9_Q3X3P9_9ACTN	2	0	0
pfam21_Q3X486_Q3X486_9ACTN	2	0	0
pfam21_Q3X5X3_Q3X5X3_9ACTN	2	0	0
pfam21_Q3X6B6_Q3X6B6_9ACTN	2	0	0
pfam21_Q3X6B8_Q3X6B8_9ACTN	2	0	0
pfam21_Q3X6V2_Q3X6V2_METFL	2	0	0
pfam21_Q3X6X7_Q3X6X7_METFL	2	0	0
pfam21_Q3X7F3_Q3X7F3_METFL	2	0	0
pfam21_Q3X7R1_Q3X7R1_METFL	3	0	0
pfam21_Q3X7R7_Q3X7R7_METFL	3	0	0
pfam21_Q3X7W6_Q3X7W6_METFL	2	1	0
pfam21_Q3X7X8_Q3X7X8_METFL	2	1	0
pfam21_Q3X8E7_Q3X8E7_METFL	2	0	0
pfam21_Q3X956_Q3X956_METFL	2	0	0
pfam21_Q3X9N7_Q3X9N7_METFL	2	0	0
pfam21_Q3X9T4_Q3X9T4_METFL	2	0	0
pfam21_Q3XAC4_Q3XAC4_METFL	2	0	0
pfam21_Q3XAC5_Q3XAC5_METFL	4	0	0
pfam21_Q3XAK7_Q3XAK7_METFL	3	1	0
pfam21_Q3XB66_Q3XB66_METFL	2	0	0
pfam21_Q3XBL7_Q3XBL7_METFL	2	0	0
pfam21_Q3XCK4_Q3XCK4_METFL	3	0	0
pfam21_Q3XD04_Q3XD04_METFL	2	0	0
pfam21_Q3XMA8_Q3XMA8_9PROT	2	0	0
pfam21_Q3XML7_Q3XML7_9PROT	3	1	0
pfam21_Q3XNU5_Q3XNU5_9PROT	3	0	0
pfam21_Q3XP36_Q3XP36_9PROT	3	0	0
pfam21_Q3XPP9_Q3XPP9_9PROT	2	0	0
pfam21_Q3XPV1_Q3XPV1_9PROT	2	0	0
pfam21_Q3XPW9_Q3XPW9_9PROT	2	0	0
pfam21_Q3XPY3_Q3XPY3_9PROT	2	1	0
pfam21_Q3XRW7_Q3XRW7_9PROT	2	0	0
pfam21_Q3XSG7_Q3XSG7_9PROT	2	0	0
pfam21_Q3XTM2_Q3XTM2_9PROT	3	0	0
pfam21_Q3XTW1_Q3XTW1_9PROT	2	0	0
pfam21_Q3XUU0_Q3XUU0_9PROT	2	0	0
pfam21_Q3XV07_Q3XV07_9PROT	2	0	0
pfam21_Q3XVX9_Q3XVX9_9PROT	2	0	0
up_Q3XX08_Q3XX08_ENTFC	2	0	0
up_Q3XXF5_Q3XXF5_ENTFC	3	0	0
up_Q3XXK9_Q3XXK9_ENTFC	3	0	0
up_Q3XZZ1_Q3XZZ1_ENTFC	2	0	0
up_Q3Y0D0_Q3Y0D0_ENTFC	5	1	0
up_Q3Y0P1_Q3Y0P1_ENTFC	2	0	0
up_Q3Y0S3_Q3Y0S3_ENTFC	2	1	0
up_Q3Y1S0_Q3Y1S0_ENTFC	2	0	0
up_Q3Y1T7_Q3Y1T7_ENTFC	2	0	0
up_Q3Y2E2_Q3Y2E2_ENTFC	2	0	0
up_Q3Y2G0_Q3Y2G0_ENTFC	2	0	0
up_Q3Y2I8_Q3Y2I8_ENTFC	2	0	0
up_Q3Y2X1_Q3Y2X1_ENTFC	2	0	0
up_Q3Y3G7_Q3Y3G7_ENTFC	2	0	0
up_Q2XNF7_Q2XNF7_LYSLA	3	0	0
up_Q2XP38_Q2XP38_BACSU	18	1	0
up_Q2XP39_Q2XP39_BACSU	7	1	0
up_Q2XP40_Q2XP40_BACSU	16	1	0
up_Q2XP48_Q2XP48_ECOLX	5	0	0
up_Q2XPQ4_Q2XPQ4_BACTL	3	0	0
up_Q2XPY8_Q2XPY8_MYCAU	2	1	0
up_Q2XPY9_Q2XPY9_MYCAU	2	1	0
up_Q2XQ16_Q2XQ16_9NOCA	2	0	0
up_Q2XUN5_Q2XUN5_9COXI	2	0	0
up_Q2XUN9_Q2XUN9_PSECL	2	0	0
up_Q2XUP0_Q2XUP0_PSECL	2	0	0
up_Q2XUR0_Q2XUR0_CORGL	2	0	0
up_Q2XV05_Q2XV05_9BACT	2	1	0
up_Q2XVV6_Q2XVV6_BACTU	3	0	0
up_Q2Y593_Q2Y593_NITMU	2	0	0
up_Q2Y5E6_Q2Y5E6_NITMU	2	0	0
up_Q2Y5F8_Q2Y5F8_NITMU	2	0	0
up_Q2Y5J4_Q2Y5J4_NITMU	2	0	0
up_Q2Y5Q0_Q2Y5Q0_NITMU	2	1	0
up_Q2Y5W9_TRPD_NITMU	2	0	0
up_Q2Y5Y8_Q2Y5Y8_NITMU	2	0	0
up_Q2Y5Z7_Q2Y5Z7_NITMU	2	0	0
up_Q2Y632_Q2Y632_NITMU	2	0	0
up_Q2Y633_Q2Y633_NITMU	3	0	0
up_Q2Y634_Q2Y634_NITMU	3	0	0
up_Q2Y636_MURD_NITMU	2	0	0
up_Q2Y664_Q2Y664_NITMU	3	0	0
up_Q2Y6G3_Q2Y6G3_NITMU	2	0	0
up_Q2Y6J2_Q2Y6J2_NITMU	3	0	0
up_Q2Y6P6_Q2Y6P6_NITMU	2	1	0
up_Q2Y6P7_Q2Y6P7_NITMU	2	0	0
up_Q2Y6Q4_Q2Y6Q4_NITMU	2	0	0
up_Q2Y6S2_Q2Y6S2_NITMU	2	0	0
up_Q2Y6S5_Q2Y6S5_NITMU	2	0	0
up_Q2Y6Z0_Q2Y6Z0_NITMU	7	1	0
up_Q2Y722_Q2Y722_NITMU	3	1	0
up_Q2Y741_Q2Y741_NITMU	2	0	0
up_Q2Y744_Q2Y744_NITMU	3	0	0
up_Q2Y763_ALR_NITMU	2	0	0
up_Q2Y781_Q2Y781_NITMU	3	0	0
up_Q2Y794_Q2Y794_NITMU	2	0	0
up_Q2Y799_Q2Y799_NITMU	2	0	0
up_Q2Y7G4_Q2Y7G4_NITMU	2	0	0
up_Q2Y7N7_Q2Y7N7_NITMU	2	1	0
up_Q2Y7Q9_Q2Y7Q9_NITMU	2	0	0
up_Q2Y7R7_Q2Y7R7_NITMU	2	0	0
up_Q2Y7T8_Q2Y7T8_NITMU	2	0	0
up_Q2Y7Y3_PROB_NITMU	2	0	0
up_Q2Y7Y6_Q2Y7Y6_NITMU	2	1	0
up_Q2Y7Z2_Q2Y7Z2_NITMU	5	1	0
up_Q2Y7Z3_Q2Y7Z3_NITMU	5	1	0
up_Q2Y7Z4_Q2Y7Z4_NITMU	3	0	0
up_Q2Y7Z5_Q2Y7Z5_NITMU	11	1	0
up_Q2Y807_OBG_NITMU	2	0	0
up_Q2Y897_Q2Y897_NITMU	2	1	0
up_Q2Y8I0_Q2Y8I0_NITMU	2	1	0
up_Q2Y8K7_Q2Y8K7_NITMU	2	0	0
up_Q2Y8R7_Q2Y8R7_NITMU	3	0	0
up_Q2Y8V3_Q2Y8V3_NITMU	3	0	0
up_Q2Y8Z3_Q2Y8Z3_NITMU	2	0	0
up_Q2Y942_Q2Y942_NITMU	2	0	0
up_Q2Y960_Q2Y960_NITMU	2	1	0
up_Q2Y9I6_Q2Y9I6_NITMU	2	1	0
up_Q2Y9K8_Q2Y9K8_NITMU	3	0	0
up_Q2Y9P0_ENO_NITMU	2	0	0
up_Q2YA07_Q2YA07_NITMU	2	1	0
up_Q2YA09_HTPG_NITMU	2	0	0
up_Q2YAC0_Q2YAC0_NITMU	3	0	0
up_Q2YAP3_Q2YAP3_NITMU	2	0	0
up_Q2YAR1_Q2YAR1_NITMU	2	1	0
up_Q2YAR2_Q2YAR2_NITMU	3	0	0
up_Q2YAR6_Q2YAR6_NITMU	2	1	0
up_Q2YB04_RPOC_NITMU	5	0	0
up_Q2YB48_GLGA_NITMU	2	1	0
up_Q2YB74_Q2YB74_NITMU	2	1	0
up_Q2YBA6_EFTS_NITMU	2	0	0
up_Q2YBB7_DNLJ_NITMU	5	0	0
up_Q2YBD5_Q2YBD5_NITMU	2	0	0
up_Q2YBJ5_Q2YBJ5_NITMU	4	0	0
up_Q2YBK4_ARGC_NITMU	2	0	0
up_Q2YBN8_Q2YBN8_NITMU	2	0	0
up_Q2YBQ3_Q2YBQ3_NITMU	3	1	0
up_Q2YBR1_SYY_NITMU	2	0	0
up_Q2YBU1_ILVC_NITMU	2	0	0
up_Q2YBU7_Q2YBU7_NITMU	2	0	0
up_Q2YBW0_LEU1_NITMU	2	0	0
up_Q2YBX6_Q2YBX6_NITMU	3	1	0
up_Q2YC17_Q2YC17_NITMU	2	0	0
up_Q2YC30_Q2YC30_NITMU	2	0	0
up_Q2YC33_Q2YC33_NITMU	2	0	0
up_Q2YC90_GATB_NITMU	3	0	0
up_Q2YC96_Q2YC96_NITMU	2	0	0
up_Q2YCA0_Q2YCA0_NITMU	3	1	0
up_Q2YCH7_DXS_NITMU	3	1	0
up_Q2YCJ3_Q2YCJ3_NITMU	3	0	0
up_Q2YCM0_Q2YCM0_NITMU	2	0	0
up_Q2YCN9_Q2YCN9_NITMU	2	0	0
up_Q2YCP0_Q2YCP0_NITMU	2	0	0
up_Q2YCT4_Q2YCT4_NITMU	2	0	0
up_Q2YD17_Q2YD17_NITMU	5	0	0
up_Q2YD52_Q2YD52_NITMU	2	0	0
up_Q2YD56_Q2YD56_NITMU	2	0	0
up_Q2YEH6_Q2YEH6_LACSN	2	0	0
up_Q2YF96_Q2YF96_9MICO	2	0	0
up_Q2YF97_Q2YF97_SACER	2	0	0
up_Q2YF98_Q2YF98_9ACTO	2	0	0
up_Q2YF99_Q2YF99_NOCSI	2	0	0
up_Q2YFA1_Q2YFA1_TSUPA	2	0	0
up_Q2YFA3_Q2YFA3_PLARO	2	0	0
up_Q2YFA6_Q2YFA6_RHORH	2	0	0
up_Q2YFA7_Q2YFA7_9ACTO	2	0	0
up_Q2YFA9_Q2YFA9_CELFI	2	0	0
up_Q2YHJ1_Q2YHJ1_9PAST	3	0	0
up_Q2YHV9_Q2YHV9_KLEPN	2	0	0
up_Q2YSB8_RPOC_STAAB	5	0	0
up_Q2YSE8_ENO_STAAB	2	0	0
up_Q2YSJ8_Q2YSJ8_STAAB	3	0	0
up_Q2YSL0_Q2YSL0_STAAB	3	0	0
up_Q2YST7_Q2YST7_STAAB	2	0	0
up_Q2YSZ9_Q2YSZ9_STAAB	2	0	0
up_Q2YT98_LYTH_STAAB	2	0	0
up_Q2YTB9_HEM3_STAAB	2	0	0
up_Q2YTC5_Q2YTC5_STAAB	4	0	0
up_Q2YTF1_Q2YTF1_STAAB	2	0	0
up_Q2YTG1_SYY_STAAB	2	0	0
up_Q2YTJ6_Q2YTJ6_STAAB	3	0	0
up_Q2YTL7_Q2YTL7_STAAB	2	0	0
up_Q2YTL9_Q2YTL9_STAAB	2	0	0
up_Q2YU20_Y1799_STAAB	2	0	0
up_Q2YU27_GATB_STAAB	3	0	0
up_Q2YU70_DNLJ_STAAB	4	0	0
up_Q2YUC6_Q2YUC6_STAAB	2	0	0
up_Q2YUF2_LEU1_STAAB	2	0	0
up_Q2YUF3_ILVC_STAAB	2	1	1
up_Q2YUH1_DDL_STAAB	2	0	0
up_Q2YUH2_Q2YUH2_STAAB	3	0	0
up_Q2YUI3_Q2YUI3_STAAB	2	0	0
up_Q2YUL7_PDP_STAAB	3	0	0
up_Q2YUM6_PYRG_STAAB	2	0	0
up_Q2YUR5_Q2YUR5_STAAB	7	1	0
up_Q2YV00_Q2YV00_STAAB	7	1	0
up_Q2YV53_PFLB_STAAB	2	0	0
up_Q2YVB5_Q2YVB5_STAAB	2	1	1
up_Q2YVH7_METE_STAAB	2	1	0
up_Q2YVK1_Q2YVK1_STAAB	2	0	0
up_Q2YVL5_GUAA_STAAB	3	1	1
up_Q2YVQ0_Q2YVQ0_STAAB	2	0	0
up_Q2YVS7_Q2YVS7_STAAB	4	1	0
up_Q2YVW8_SYK_STAAB	2	0	0
up_Q2YVY0_Q2YVY0_STAAB	2	0	0
up_Q2YW05_Q2YW05_STAAB	2	0	0
up_Q2YWB4_Q2YWB4_STAAB	2	1	0
up_Q2YWG2_Q2YWG2_STAAB	2	0	0
up_Q2YWJ5_BETA_STAAB	2	1	1
up_Q2YWY9_MURE_STAAB	3	0	0
up_Q2YX40_Q2YX40_STAAB	3	0	0
up_Q2YX61_Q2YX61_STAAB	6	0	0
up_Q2YXD1_MUTS2_STAAB	2	0	0
up_Q2YXD9_MURD_STAAB	2	0	0
up_Q2YXE1_Q2YXE1_STAAB	4	1	0
up_Q2YXF7_Q2YXF7_STAAB	2	0	0
up_Q2YXH9_Q2YXH9_STAAB	3	0	0
up_Q2YXI1_Q2YXI1_STAAB	2	0	0
up_Q2YXL1_EFTS_STAAB	2	0	0
pfam21_Q2YXL8_Q2YXL8_STAAB	5	1	0
up_Q2YXM8_Q2YXM8_STAAB	2	0	0
up_Q2YXQ5_Q2YXQ5_STAAB	2	0	0
up_Q2YXT8_Q2YXT8_STAAB	2	0	0
up_Q2YXT9_Q2YXT9_STAAB	3	1	0
up_Q2YXV2_Q2YXV2_STAAB	2	0	0
up_Q2YXW2_Q2YXW2_STAAB	6	1	0
up_Q2YXW7_Q2YXW7_STAAB	2	0	0
up_Q2YXX5_Q2YXX5_STAAB	2	0	0
up_Q2YY05_ODO1_STAAB	2	1	0
up_Q2YY06_ODO2_STAAB	3	0	0
up_Q2YY20_Q2YY20_STAAB	2	0	0
up_Q2YY52_SYN_STAAB	2	0	0
up_Q2YY56_Q2YY56_STAAB	2	0	0
up_Q2YYA1_Q2YYA1_STAAB	2	0	0
up_Q2YYA9_Q2YYA9_STAAB	2	0	0
up_Q2YYC6_Q2YYC6_STAAB	3	0	0
up_Q2YYQ6_URE1_STAAB	2	1	1
up_Q2YZ32_Q2YZ32_STAAB	5	1	1
up_Q2YZ34_Q2YZ34_STAAB	2	0	0
up_Q2YZH3_Q2YZH3_9GAMM	2	0	0
up_Q2YZH7_Q2YZH7_9GAMM	2	0	0
up_Q2YZQ2_Q2YZQ2_9DELT	4	0	0
up_Q2Z030_Q2Z030_9CHLR	5	1	0
up_Q2Z054_Q2Z054_9BACT	2	1	0
up_Q2Z0C1_Q2Z0C1_9PROT	2	0	0
up_Q2Z0D4_Q2Z0D4_9BACT	4	0	0
pfam21_Q2Z2R0_Q2Z2R0_9GAMM	2	0	0
pfam21_Q2Z2S0_Q2Z2S0_9GAMM	2	0	0
pfam21_Q2Z2Z2_Q2Z2Z2_9GAMM	3	0	0
pfam21_Q2Z2Z9_Q2Z2Z9_9GAMM	2	0	0
pfam21_Q2Z335_Q2Z335_9GAMM	5	0	0
pfam21_Q2Z354_Q2Z354_9GAMM	2	1	0
pfam21_Q2Z367_Q2Z367_9GAMM	4	1	0
pfam21_Q2Z381_Q2Z381_9GAMM	3	1	0
pfam21_Q2Z3H6_Q2Z3H6_9GAMM	2	0	0
pfam21_Q2Z3L3_Q2Z3L3_9GAMM	5	0	0
pfam21_Q2Z3N6_Q2Z3N6_9GAMM	5	1	0
pfam21_Q2Z3W6_Q2Z3W6_9GAMM	3	0	0
pfam21_Q2Z3Y3_Q2Z3Y3_9GAMM	2	1	0
pfam21_Q2Z3Z3_Q2Z3Z3_9GAMM	2	0	0
pfam21_Q2Z414_Q2Z414_9GAMM	2	0	0
pfam21_Q2Z463_Q2Z463_9GAMM	2	0	0
pfam21_Q2Z491_Q2Z491_9GAMM	3	0	0
pfam21_Q2Z4B6_Q2Z4B6_9GAMM	4	0	0
pfam21_Q2Z4D7_Q2Z4D7_9GAMM	2	0	0
pfam21_Q2Z4D9_Q2Z4D9_9GAMM	3	1	0
pfam21_Q2Z4F9_Q2Z4F9_9GAMM	2	0	0
pfam21_Q2Z4H8_Q2Z4H8_9GAMM	2	0	0
pfam21_Q2Z4H9_Q2Z4H9_9GAMM	2	0	0
pfam21_Q2Z4I2_Q2Z4I2_9GAMM	2	0	0
pfam21_Q2Z4I3_Q2Z4I3_9GAMM	2	0	0
pfam21_Q2Z4K6_Q2Z4K6_9GAMM	3	0	0
pfam21_Q2Z4V7_Q2Z4V7_9GAMM	2	0	0
pfam21_Q2Z4Y7_Q2Z4Y7_9GAMM	2	0	0
pfam21_Q2Z4Z0_Q2Z4Z0_9GAMM	2	0	0
pfam21_Q2Z501_Q2Z501_9GAMM	4	0	0
pfam21_Q2Z540_Q2Z540_9GAMM	4	1	0
pfam21_Q2Z5G1_Q2Z5G1_9GAMM	4	1	0
pfam21_Q2Z5L2_Q2Z5L2_9GAMM	2	0	0
pfam21_Q2Z5S1_Q2Z5S1_9GAMM	2	0	0
pfam21_Q2Z5S3_Q2Z5S3_9GAMM	2	0	0
pfam21_Q2Z5V2_Q2Z5V2_9GAMM	2	0	0
pfam21_Q2Z666_Q2Z666_9GAMM	2	0	0
pfam21_Q2Z679_Q2Z679_9GAMM	2	0	0
pfam21_Q2Z693_Q2Z693_9GAMM	2	0	0
pfam21_Q2Z6D7_Q2Z6D7_9GAMM	2	1	0
pfam21_Q2Z6F1_Q2Z6F1_9GAMM	2	0	0
pfam21_Q2Z6L9_Q2Z6L9_9GAMM	2	0	0
pfam21_Q2Z6R0_Q2Z6R0_9GAMM	5	1	0
pfam21_Q2Z6R3_Q2Z6R3_9GAMM	3	0	0
pfam21_Q2Z6R4_Q2Z6R4_9GAMM	2	0	0
pfam21_Q2Z6W1_Q2Z6W1_9GAMM	2	0	0
pfam21_Q2Z772_Q2Z772_9GAMM	5	1	0
pfam21_Q2Z7A0_Q2Z7A0_9GAMM	2	0	0
pfam21_Q2Z7C0_Q2Z7C0_9GAMM	2	0	0
pfam21_Q2Z7G3_Q2Z7G3_9GAMM	2	0	0
pfam21_Q2Z7G8_Q2Z7G8_9GAMM	2	0	0
pfam21_Q2Z7J4_Q2Z7J4_9GAMM	2	0	0
pfam21_Q2Z854_Q2Z854_9GAMM	2	0	0
pfam21_Q2Z8A0_Q2Z8A0_9GAMM	3	0	0
pfam21_Q2Z8I8_Q2Z8I8_9GAMM	2	1	0
pfam21_Q2Z8J0_Q2Z8J0_9GAMM	2	0	0
pfam21_Q2Z8J6_Q2Z8J6_9GAMM	2	0	0
pfam21_Q2Z8J9_Q2Z8J9_9GAMM	2	0	0
pfam21_Q2Z8K2_Q2Z8K2_9GAMM	2	0	0
pfam21_Q2Z8M6_Q2Z8M6_9GAMM	2	0	0
pfam21_Q2Z8M8_Q2Z8M8_9GAMM	2	0	0
pfam21_Q2Z992_Q2Z992_9GAMM	3	0	0
pfam21_Q2Z9B0_Q2Z9B0_9GAMM	2	0	0
pfam21_Q2Z9C1_Q2Z9C1_9GAMM	2	0	0
pfam21_Q2Z9E9_Q2Z9E9_9GAMM	2	0	0
pfam21_Q2Z9M8_Q2Z9M8_9GAMM	3	0	0
pfam21_Q2Z9P7_Q2Z9P7_9GAMM	2	0	0
pfam21_Q2Z9T7_Q2Z9T7_9GAMM	2	0	0
pfam21_Q2Z9V1_Q2Z9V1_9GAMM	2	1	0
pfam21_Q2Z9V4_Q2Z9V4_9GAMM	2	0	0
pfam21_Q2Z9W3_Q2Z9W3_9GAMM	2	1	0
pfam21_Q2Z9X0_Q2Z9X0_9GAMM	3	0	0
pfam21_Q2Z9Z3_Q2Z9Z3_9GAMM	3	0	0
pfam21_Q2Z9Z4_Q2Z9Z4_9GAMM	2	1	0
pfam21_Q2ZA19_Q2ZA19_9GAMM	2	0	0
pfam21_Q2ZA27_Q2ZA27_9GAMM	2	0	0
pfam21_Q2ZA35_Q2ZA35_9GAMM	2	0	0
pfam21_Q2ZA36_Q2ZA36_9GAMM	3	0	0
